Consumption (kWh), Start, End
0.272000, 2025-01-17T22:30:00+00:00, 2025-01-17T23:00:00+00:00
0.085000, 2025-01-17T23:00:00+00:00, 2025-01-17T23:30:00+00:00
0.054000, 2025-01-17T23:30:00+00:00, 2025-01-18T00:00:00+00:00
0.071000, 2025-01-18T00:00:00+00:00, 2025-01-18T00:30:00+00:00
0.059000, 2025-01-18T00:30:00+00:00, 2025-01-18T01:00:00+00:00
0.170000, 2025-01-18T01:00:00+00:00, 2025-01-18T01:30:00+00:00
0.057000, 2025-01-18T01:30:00+00:00, 2025-01-18T02:00:00+00:00
0.050000, 2025-01-18T02:00:00+00:00, 2025-01-18T02:30:00+00:00
0.056000, 2025-01-18T02:30:00+00:00, 2025-01-18T03:00:00+00:00
0.055000, 2025-01-18T03:00:00+00:00, 2025-01-18T03:30:00+00:00
0.161000, 2025-01-18T03:30:00+00:00, 2025-01-18T04:00:00+00:00
0.057000, 2025-01-18T04:00:00+00:00, 2025-01-18T04:30:00+00:00
0.058000, 2025-01-18T04:30:00+00:00, 2025-01-18T05:00:00+00:00
0.050000, 2025-01-18T05:00:00+00:00, 2025-01-18T05:30:00+00:00
0.059000, 2025-01-18T05:30:00+00:00, 2025-01-18T06:00:00+00:00
0.203000, 2025-01-18T06:00:00+00:00, 2025-01-18T06:30:00+00:00
0.084000, 2025-01-18T06:30:00+00:00, 2025-01-18T07:00:00+00:00
0.088000, 2025-01-18T07:00:00+00:00, 2025-01-18T07:30:00+00:00
0.272000, 2025-01-18T07:30:00+00:00, 2025-01-18T08:00:00+00:00
0.358000, 2025-01-18T08:00:00+00:00, 2025-01-18T08:30:00+00:00
0.517000, 2025-01-18T08:30:00+00:00, 2025-01-18T09:00:00+00:00
0.311000, 2025-01-18T09:00:00+00:00, 2025-01-18T09:30:00+00:00
0.802000, 2025-01-18T09:30:00+00:00, 2025-01-18T10:00:00+00:00
0.659000, 2025-01-18T10:00:00+00:00, 2025-01-18T10:30:00+00:00
1.143000, 2025-01-18T10:30:00+00:00, 2025-01-18T11:00:00+00:00
1.619000, 2025-01-18T11:00:00+00:00, 2025-01-18T11:30:00+00:00
1.583000, 2025-01-18T11:30:00+00:00, 2025-01-18T12:00:00+00:00
1.328000, 2025-01-18T12:00:00+00:00, 2025-01-18T12:30:00+00:00
0.310000, 2025-01-18T12:30:00+00:00, 2025-01-18T13:00:00+00:00
0.384000, 2025-01-18T13:00:00+00:00, 2025-01-18T13:30:00+00:00
0.492000, 2025-01-18T13:30:00+00:00, 2025-01-18T14:00:00+00:00
1.175000, 2025-01-18T14:00:00+00:00, 2025-01-18T14:30:00+00:00
0.160000, 2025-01-18T14:30:00+00:00, 2025-01-18T15:00:00+00:00
0.250000, 2025-01-18T15:00:00+00:00, 2025-01-18T15:30:00+00:00
0.231000, 2025-01-18T15:30:00+00:00, 2025-01-18T16:00:00+00:00
0.631000, 2025-01-18T16:00:00+00:00, 2025-01-18T16:30:00+00:00
1.456000, 2025-01-18T16:30:00+00:00, 2025-01-18T17:00:00+00:00
1.909000, 2025-01-18T17:00:00+00:00, 2025-01-18T17:30:00+00:00
1.830000, 2025-01-18T17:30:00+00:00, 2025-01-18T18:00:00+00:00
1.304000, 2025-01-18T18:00:00+00:00, 2025-01-18T18:30:00+00:00
1.313000, 2025-01-18T18:30:00+00:00, 2025-01-18T19:00:00+00:00
1.163000, 2025-01-18T19:00:00+00:00, 2025-01-18T19:30:00+00:00
0.716000, 2025-01-18T19:30:00+00:00, 2025-01-18T20:00:00+00:00
0.730000, 2025-01-18T20:00:00+00:00, 2025-01-18T20:30:00+00:00
0.178000, 2025-01-18T20:30:00+00:00, 2025-01-18T21:00:00+00:00
0.159000, 2025-01-18T21:00:00+00:00, 2025-01-18T21:30:00+00:00
0.265000, 2025-01-18T21:30:00+00:00, 2025-01-18T22:00:00+00:00
0.195000, 2025-01-18T22:00:00+00:00, 2025-01-18T22:30:00+00:00
0.145000, 2025-01-18T22:30:00+00:00, 2025-01-18T23:00:00+00:00
0.145000, 2025-01-18T23:00:00+00:00, 2025-01-18T23:30:00+00:00
0.066000, 2025-01-18T23:30:00+00:00, 2025-01-19T00:00:00+00:00
0.159000, 2025-01-19T00:00:00+00:00, 2025-01-19T00:30:00+00:00
0.056000, 2025-01-19T00:30:00+00:00, 2025-01-19T01:00:00+00:00
0.058000, 2025-01-19T01:00:00+00:00, 2025-01-19T01:30:00+00:00
0.050000, 2025-01-19T01:30:00+00:00, 2025-01-19T02:00:00+00:00
0.174000, 2025-01-19T02:00:00+00:00, 2025-01-19T02:30:00+00:00
0.113000, 2025-01-19T02:30:00+00:00, 2025-01-19T03:00:00+00:00
0.054000, 2025-01-19T03:00:00+00:00, 2025-01-19T03:30:00+00:00
0.123000, 2025-01-19T03:30:00+00:00, 2025-01-19T04:00:00+00:00
0.249000, 2025-01-19T04:00:00+00:00, 2025-01-19T04:30:00+00:00
0.162000, 2025-01-19T04:30:00+00:00, 2025-01-19T05:00:00+00:00
0.146000, 2025-01-19T05:00:00+00:00, 2025-01-19T05:30:00+00:00
0.070000, 2025-01-19T05:30:00+00:00, 2025-01-19T06:00:00+00:00
0.169000, 2025-01-19T06:00:00+00:00, 2025-01-19T06:30:00+00:00
0.101000, 2025-01-19T06:30:00+00:00, 2025-01-19T07:00:00+00:00
0.073000, 2025-01-19T07:00:00+00:00, 2025-01-19T07:30:00+00:00
0.093000, 2025-01-19T07:30:00+00:00, 2025-01-19T08:00:00+00:00
0.178000, 2025-01-19T08:00:00+00:00, 2025-01-19T08:30:00+00:00
0.238000, 2025-01-19T08:30:00+00:00, 2025-01-19T09:00:00+00:00
0.203000, 2025-01-19T09:00:00+00:00, 2025-01-19T09:30:00+00:00
0.603000, 2025-01-19T09:30:00+00:00, 2025-01-19T10:00:00+00:00
0.507000, 2025-01-19T10:00:00+00:00, 2025-01-19T10:30:00+00:00
0.143000, 2025-01-19T10:30:00+00:00, 2025-01-19T11:00:00+00:00
1.166000, 2025-01-19T11:00:00+00:00, 2025-01-19T11:30:00+00:00
0.707000, 2025-01-19T11:30:00+00:00, 2025-01-19T12:00:00+00:00
0.604000, 2025-01-19T12:00:00+00:00, 2025-01-19T12:30:00+00:00
0.369000, 2025-01-19T12:30:00+00:00, 2025-01-19T13:00:00+00:00
0.290000, 2025-01-19T13:00:00+00:00, 2025-01-19T13:30:00+00:00
0.241000, 2025-01-19T13:30:00+00:00, 2025-01-19T14:00:00+00:00
0.423000, 2025-01-19T14:00:00+00:00, 2025-01-19T14:30:00+00:00
0.425000, 2025-01-19T14:30:00+00:00, 2025-01-19T15:00:00+00:00
0.426000, 2025-01-19T15:00:00+00:00, 2025-01-19T15:30:00+00:00
0.431000, 2025-01-19T15:30:00+00:00, 2025-01-19T16:00:00+00:00
0.313000, 2025-01-19T16:00:00+00:00, 2025-01-19T16:30:00+00:00
0.389000, 2025-01-19T16:30:00+00:00, 2025-01-19T17:00:00+00:00
1.150000, 2025-01-19T17:00:00+00:00, 2025-01-19T17:30:00+00:00
0.539000, 2025-01-19T17:30:00+00:00, 2025-01-19T18:00:00+00:00
0.551000, 2025-01-19T18:00:00+00:00, 2025-01-19T18:30:00+00:00
0.839000, 2025-01-19T18:30:00+00:00, 2025-01-19T19:00:00+00:00
0.633000, 2025-01-19T19:00:00+00:00, 2025-01-19T19:30:00+00:00
0.912000, 2025-01-19T19:30:00+00:00, 2025-01-19T20:00:00+00:00
0.402000, 2025-01-19T20:00:00+00:00, 2025-01-19T20:30:00+00:00
0.651000, 2025-01-19T20:30:00+00:00, 2025-01-19T21:00:00+00:00
0.215000, 2025-01-19T21:00:00+00:00, 2025-01-19T21:30:00+00:00
0.141000, 2025-01-19T21:30:00+00:00, 2025-01-19T22:00:00+00:00
0.177000, 2025-01-19T22:00:00+00:00, 2025-01-19T22:30:00+00:00
0.240000, 2025-01-19T22:30:00+00:00, 2025-01-19T23:00:00+00:00
0.113000, 2025-01-19T23:00:00+00:00, 2025-01-19T23:30:00+00:00
0.073000, 2025-01-19T23:30:00+00:00, 2025-01-20T00:00:00+00:00
0.076000, 2025-01-20T00:00:00+00:00, 2025-01-20T00:30:00+00:00
0.065000, 2025-01-20T00:30:00+00:00, 2025-01-20T01:00:00+00:00
0.189000, 2025-01-20T01:00:00+00:00, 2025-01-20T01:30:00+00:00
0.066000, 2025-01-20T01:30:00+00:00, 2025-01-20T02:00:00+00:00
0.064000, 2025-01-20T02:00:00+00:00, 2025-01-20T02:30:00+00:00
0.075000, 2025-01-20T02:30:00+00:00, 2025-01-20T03:00:00+00:00
0.174000, 2025-01-20T03:00:00+00:00, 2025-01-20T03:30:00+00:00
0.068000, 2025-01-20T03:30:00+00:00, 2025-01-20T04:00:00+00:00
0.070000, 2025-01-20T04:00:00+00:00, 2025-01-20T04:30:00+00:00
0.066000, 2025-01-20T04:30:00+00:00, 2025-01-20T05:00:00+00:00
0.229000, 2025-01-20T05:00:00+00:00, 2025-01-20T05:30:00+00:00
0.132000, 2025-01-20T05:30:00+00:00, 2025-01-20T06:00:00+00:00
0.126000, 2025-01-20T06:00:00+00:00, 2025-01-20T06:30:00+00:00
0.109000, 2025-01-20T06:30:00+00:00, 2025-01-20T07:00:00+00:00
0.429000, 2025-01-20T07:00:00+00:00, 2025-01-20T07:30:00+00:00
0.407000, 2025-01-20T07:30:00+00:00, 2025-01-20T08:00:00+00:00
0.118000, 2025-01-20T08:00:00+00:00, 2025-01-20T08:30:00+00:00
0.056000, 2025-01-20T08:30:00+00:00, 2025-01-20T09:00:00+00:00
1.273000, 2025-01-20T09:00:00+00:00, 2025-01-20T09:30:00+00:00
1.303000, 2025-01-20T09:30:00+00:00, 2025-01-20T10:00:00+00:00
1.269000, 2025-01-20T10:00:00+00:00, 2025-01-20T10:30:00+00:00
1.338000, 2025-01-20T10:30:00+00:00, 2025-01-20T11:00:00+00:00
0.972000, 2025-01-20T11:00:00+00:00, 2025-01-20T11:30:00+00:00
1.049000, 2025-01-20T11:30:00+00:00, 2025-01-20T12:00:00+00:00
0.845000, 2025-01-20T12:00:00+00:00, 2025-01-20T12:30:00+00:00
0.640000, 2025-01-20T12:30:00+00:00, 2025-01-20T13:00:00+00:00
0.483000, 2025-01-20T13:00:00+00:00, 2025-01-20T13:30:00+00:00
0.270000, 2025-01-20T13:30:00+00:00, 2025-01-20T14:00:00+00:00
0.339000, 2025-01-20T14:00:00+00:00, 2025-01-20T14:30:00+00:00
0.107000, 2025-01-20T14:30:00+00:00, 2025-01-20T15:00:00+00:00
0.167000, 2025-01-20T15:00:00+00:00, 2025-01-20T15:30:00+00:00
0.211000, 2025-01-20T15:30:00+00:00, 2025-01-20T16:00:00+00:00
0.255000, 2025-01-20T16:00:00+00:00, 2025-01-20T16:30:00+00:00
0.255000, 2025-01-20T16:30:00+00:00, 2025-01-20T17:00:00+00:00
0.856000, 2025-01-20T17:00:00+00:00, 2025-01-20T17:30:00+00:00
0.770000, 2025-01-20T17:30:00+00:00, 2025-01-20T18:00:00+00:00
0.301000, 2025-01-20T18:00:00+00:00, 2025-01-20T18:30:00+00:00
0.288000, 2025-01-20T18:30:00+00:00, 2025-01-20T19:00:00+00:00
0.313000, 2025-01-20T19:00:00+00:00, 2025-01-20T19:30:00+00:00
0.346000, 2025-01-20T19:30:00+00:00, 2025-01-20T20:00:00+00:00
0.916000, 2025-01-20T20:00:00+00:00, 2025-01-20T20:30:00+00:00
0.876000, 2025-01-20T20:30:00+00:00, 2025-01-20T21:00:00+00:00
0.500000, 2025-01-20T21:00:00+00:00, 2025-01-20T21:30:00+00:00
0.165000, 2025-01-20T21:30:00+00:00, 2025-01-20T22:00:00+00:00
0.167000, 2025-01-20T22:00:00+00:00, 2025-01-20T22:30:00+00:00
0.200000, 2025-01-20T22:30:00+00:00, 2025-01-20T23:00:00+00:00
0.096000, 2025-01-20T23:00:00+00:00, 2025-01-20T23:30:00+00:00
0.063000, 2025-01-20T23:30:00+00:00, 2025-01-21T00:00:00+00:00
0.149000, 2025-01-21T00:00:00+00:00, 2025-01-21T00:30:00+00:00
0.101000, 2025-01-21T00:30:00+00:00, 2025-01-21T01:00:00+00:00
0.048000, 2025-01-21T01:00:00+00:00, 2025-01-21T01:30:00+00:00
0.067000, 2025-01-21T01:30:00+00:00, 2025-01-21T02:00:00+00:00
0.061000, 2025-01-21T02:00:00+00:00, 2025-01-21T02:30:00+00:00
0.053000, 2025-01-21T02:30:00+00:00, 2025-01-21T03:00:00+00:00
0.069000, 2025-01-21T03:00:00+00:00, 2025-01-21T03:30:00+00:00
0.157000, 2025-01-21T03:30:00+00:00, 2025-01-21T04:00:00+00:00
0.062000, 2025-01-21T04:00:00+00:00, 2025-01-21T04:30:00+00:00
0.067000, 2025-01-21T04:30:00+00:00, 2025-01-21T05:00:00+00:00
0.091000, 2025-01-21T05:00:00+00:00, 2025-01-21T05:30:00+00:00
0.097000, 2025-01-21T05:30:00+00:00, 2025-01-21T06:00:00+00:00
0.087000, 2025-01-21T06:00:00+00:00, 2025-01-21T06:30:00+00:00
0.164000, 2025-01-21T06:30:00+00:00, 2025-01-21T07:00:00+00:00
0.275000, 2025-01-21T07:00:00+00:00, 2025-01-21T07:30:00+00:00
0.199000, 2025-01-21T07:30:00+00:00, 2025-01-21T08:00:00+00:00
0.805000, 2025-01-21T08:00:00+00:00, 2025-01-21T08:30:00+00:00
0.302000, 2025-01-21T08:30:00+00:00, 2025-01-21T09:00:00+00:00
0.835000, 2025-01-21T09:00:00+00:00, 2025-01-21T09:30:00+00:00
1.009000, 2025-01-21T09:30:00+00:00, 2025-01-21T10:00:00+00:00
1.032000, 2025-01-21T10:00:00+00:00, 2025-01-21T10:30:00+00:00
1.224000, 2025-01-21T10:30:00+00:00, 2025-01-21T11:00:00+00:00
0.854000, 2025-01-21T11:00:00+00:00, 2025-01-21T11:30:00+00:00
0.816000, 2025-01-21T11:30:00+00:00, 2025-01-21T12:00:00+00:00
0.000000, 2025-01-21T12:00:00+00:00, 2025-01-21T12:30:00+00:00
0.648000, 2025-01-21T12:30:00+00:00, 2025-01-21T13:00:00+00:00
1.222000, 2025-01-21T13:00:00+00:00, 2025-01-21T13:30:00+00:00
1.042000, 2025-01-21T13:30:00+00:00, 2025-01-21T14:00:00+00:00
1.086000, 2025-01-21T14:00:00+00:00, 2025-01-21T14:30:00+00:00
0.664000, 2025-01-21T14:30:00+00:00, 2025-01-21T15:00:00+00:00
0.445000, 2025-01-21T15:00:00+00:00, 2025-01-21T15:30:00+00:00
0.229000, 2025-01-21T15:30:00+00:00, 2025-01-21T16:00:00+00:00
0.227000, 2025-01-21T16:00:00+00:00, 2025-01-21T16:30:00+00:00
0.237000, 2025-01-21T16:30:00+00:00, 2025-01-21T17:00:00+00:00
0.893000, 2025-01-21T17:00:00+00:00, 2025-01-21T17:30:00+00:00
0.695000, 2025-01-21T17:30:00+00:00, 2025-01-21T18:00:00+00:00
0.233000, 2025-01-21T18:00:00+00:00, 2025-01-21T18:30:00+00:00
0.278000, 2025-01-21T18:30:00+00:00, 2025-01-21T19:00:00+00:00
0.286000, 2025-01-21T19:00:00+00:00, 2025-01-21T19:30:00+00:00
0.316000, 2025-01-21T19:30:00+00:00, 2025-01-21T20:00:00+00:00
0.548000, 2025-01-21T20:00:00+00:00, 2025-01-21T20:30:00+00:00
0.574000, 2025-01-21T20:30:00+00:00, 2025-01-21T21:00:00+00:00
0.198000, 2025-01-21T21:00:00+00:00, 2025-01-21T21:30:00+00:00
0.188000, 2025-01-21T21:30:00+00:00, 2025-01-21T22:00:00+00:00
0.407000, 2025-01-21T22:00:00+00:00, 2025-01-21T22:30:00+00:00
0.197000, 2025-01-21T22:30:00+00:00, 2025-01-21T23:00:00+00:00
0.079000, 2025-01-21T23:00:00+00:00, 2025-01-21T23:30:00+00:00
0.080000, 2025-01-21T23:30:00+00:00, 2025-01-22T00:00:00+00:00
0.052000, 2025-01-22T00:00:00+00:00, 2025-01-22T00:30:00+00:00
0.075000, 2025-01-22T00:30:00+00:00, 2025-01-22T01:00:00+00:00
0.170000, 2025-01-22T01:00:00+00:00, 2025-01-22T01:30:00+00:00
0.062000, 2025-01-22T01:30:00+00:00, 2025-01-22T02:00:00+00:00
0.066000, 2025-01-22T02:00:00+00:00, 2025-01-22T02:30:00+00:00
0.051000, 2025-01-22T02:30:00+00:00, 2025-01-22T03:00:00+00:00
0.071000, 2025-01-22T03:00:00+00:00, 2025-01-22T03:30:00+00:00
0.057000, 2025-01-22T03:30:00+00:00, 2025-01-22T04:00:00+00:00
0.170000, 2025-01-22T04:00:00+00:00, 2025-01-22T04:30:00+00:00
0.068000, 2025-01-22T04:30:00+00:00, 2025-01-22T05:00:00+00:00
0.090000, 2025-01-22T05:00:00+00:00, 2025-01-22T05:30:00+00:00
0.099000, 2025-01-22T05:30:00+00:00, 2025-01-22T06:00:00+00:00
0.095000, 2025-01-22T06:00:00+00:00, 2025-01-22T06:30:00+00:00
0.153000, 2025-01-22T06:30:00+00:00, 2025-01-22T07:00:00+00:00
0.302000, 2025-01-22T07:00:00+00:00, 2025-01-22T07:30:00+00:00
0.347000, 2025-01-22T07:30:00+00:00, 2025-01-22T08:00:00+00:00
0.198000, 2025-01-22T08:00:00+00:00, 2025-01-22T08:30:00+00:00
0.094000, 2025-01-22T08:30:00+00:00, 2025-01-22T09:00:00+00:00
0.011000, 2025-01-22T09:00:00+00:00, 2025-01-22T09:30:00+00:00
0.001000, 2025-01-22T09:30:00+00:00, 2025-01-22T10:00:00+00:00
0.199000, 2025-01-22T10:00:00+00:00, 2025-01-22T10:30:00+00:00
0.126000, 2025-01-22T10:30:00+00:00, 2025-01-22T11:00:00+00:00
0.082000, 2025-01-22T11:00:00+00:00, 2025-01-22T11:30:00+00:00
0.199000, 2025-01-22T11:30:00+00:00, 2025-01-22T12:00:00+00:00
0.266000, 2025-01-22T12:00:00+00:00, 2025-01-22T12:30:00+00:00
0.332000, 2025-01-22T12:30:00+00:00, 2025-01-22T13:00:00+00:00
0.334000, 2025-01-22T13:00:00+00:00, 2025-01-22T13:30:00+00:00
0.349000, 2025-01-22T13:30:00+00:00, 2025-01-22T14:00:00+00:00
0.723000, 2025-01-22T14:00:00+00:00, 2025-01-22T14:30:00+00:00
0.287000, 2025-01-22T14:30:00+00:00, 2025-01-22T15:00:00+00:00
0.273000, 2025-01-22T15:00:00+00:00, 2025-01-22T15:30:00+00:00
0.399000, 2025-01-22T15:30:00+00:00, 2025-01-22T16:00:00+00:00
0.252000, 2025-01-22T16:00:00+00:00, 2025-01-22T16:30:00+00:00
0.322000, 2025-01-22T16:30:00+00:00, 2025-01-22T17:00:00+00:00
0.714000, 2025-01-22T17:00:00+00:00, 2025-01-22T17:30:00+00:00
1.433000, 2025-01-22T17:30:00+00:00, 2025-01-22T18:00:00+00:00
1.509000, 2025-01-22T18:00:00+00:00, 2025-01-22T18:30:00+00:00
1.980000, 2025-01-22T18:30:00+00:00, 2025-01-22T19:00:00+00:00
0.797000, 2025-01-22T19:00:00+00:00, 2025-01-22T19:30:00+00:00
0.324000, 2025-01-22T19:30:00+00:00, 2025-01-22T20:00:00+00:00
0.368000, 2025-01-22T20:00:00+00:00, 2025-01-22T20:30:00+00:00
0.174000, 2025-01-22T20:30:00+00:00, 2025-01-22T21:00:00+00:00
0.202000, 2025-01-22T21:00:00+00:00, 2025-01-22T21:30:00+00:00
0.190000, 2025-01-22T21:30:00+00:00, 2025-01-22T22:00:00+00:00
0.230000, 2025-01-22T22:00:00+00:00, 2025-01-22T22:30:00+00:00
0.315000, 2025-01-22T22:30:00+00:00, 2025-01-22T23:00:00+00:00
0.072000, 2025-01-22T23:00:00+00:00, 2025-01-22T23:30:00+00:00
0.071000, 2025-01-22T23:30:00+00:00, 2025-01-23T00:00:00+00:00
0.058000, 2025-01-23T00:00:00+00:00, 2025-01-23T00:30:00+00:00
0.073000, 2025-01-23T00:30:00+00:00, 2025-01-23T01:00:00+00:00
0.203000, 2025-01-23T01:00:00+00:00, 2025-01-23T01:30:00+00:00
0.086000, 2025-01-23T01:30:00+00:00, 2025-01-23T02:00:00+00:00
0.071000, 2025-01-23T02:00:00+00:00, 2025-01-23T02:30:00+00:00
0.052000, 2025-01-23T02:30:00+00:00, 2025-01-23T03:00:00+00:00
0.070000, 2025-01-23T03:00:00+00:00, 2025-01-23T03:30:00+00:00
0.164000, 2025-01-23T03:30:00+00:00, 2025-01-23T04:00:00+00:00
0.060000, 2025-01-23T04:00:00+00:00, 2025-01-23T04:30:00+00:00
0.070000, 2025-01-23T04:30:00+00:00, 2025-01-23T05:00:00+00:00
0.050000, 2025-01-23T05:00:00+00:00, 2025-01-23T05:30:00+00:00
0.221000, 2025-01-23T05:30:00+00:00, 2025-01-23T06:00:00+00:00
0.087000, 2025-01-23T06:00:00+00:00, 2025-01-23T06:30:00+00:00
0.088000, 2025-01-23T06:30:00+00:00, 2025-01-23T07:00:00+00:00
0.190000, 2025-01-23T07:00:00+00:00, 2025-01-23T07:30:00+00:00
0.320000, 2025-01-23T07:30:00+00:00, 2025-01-23T08:00:00+00:00
0.201000, 2025-01-23T08:00:00+00:00, 2025-01-23T08:30:00+00:00
0.415000, 2025-01-23T08:30:00+00:00, 2025-01-23T09:00:00+00:00
0.109000, 2025-01-23T09:00:00+00:00, 2025-01-23T09:30:00+00:00
0.103000, 2025-01-23T09:30:00+00:00, 2025-01-23T10:00:00+00:00
1.063000, 2025-01-23T10:00:00+00:00, 2025-01-23T10:30:00+00:00
1.110000, 2025-01-23T10:30:00+00:00, 2025-01-23T11:00:00+00:00
1.122000, 2025-01-23T11:00:00+00:00, 2025-01-23T11:30:00+00:00
1.188000, 2025-01-23T11:30:00+00:00, 2025-01-23T12:00:00+00:00
0.783000, 2025-01-23T12:00:00+00:00, 2025-01-23T12:30:00+00:00
0.523000, 2025-01-23T12:30:00+00:00, 2025-01-23T13:00:00+00:00
0.469000, 2025-01-23T13:00:00+00:00, 2025-01-23T13:30:00+00:00
0.491000, 2025-01-23T13:30:00+00:00, 2025-01-23T14:00:00+00:00
0.137000, 2025-01-23T14:00:00+00:00, 2025-01-23T14:30:00+00:00
0.238000, 2025-01-23T14:30:00+00:00, 2025-01-23T15:00:00+00:00
0.243000, 2025-01-23T15:00:00+00:00, 2025-01-23T15:30:00+00:00
0.315000, 2025-01-23T15:30:00+00:00, 2025-01-23T16:00:00+00:00
0.275000, 2025-01-23T16:00:00+00:00, 2025-01-23T16:30:00+00:00
0.867000, 2025-01-23T16:30:00+00:00, 2025-01-23T17:00:00+00:00
0.650000, 2025-01-23T17:00:00+00:00, 2025-01-23T17:30:00+00:00
0.454000, 2025-01-23T17:30:00+00:00, 2025-01-23T18:00:00+00:00
0.759000, 2025-01-23T18:00:00+00:00, 2025-01-23T18:30:00+00:00
0.800000, 2025-01-23T18:30:00+00:00, 2025-01-23T19:00:00+00:00
0.263000, 2025-01-23T19:00:00+00:00, 2025-01-23T19:30:00+00:00
0.209000, 2025-01-23T19:30:00+00:00, 2025-01-23T20:00:00+00:00
0.899000, 2025-01-23T20:00:00+00:00, 2025-01-23T20:30:00+00:00
0.473000, 2025-01-23T20:30:00+00:00, 2025-01-23T21:00:00+00:00
0.196000, 2025-01-23T21:00:00+00:00, 2025-01-23T21:30:00+00:00
0.317000, 2025-01-23T21:30:00+00:00, 2025-01-23T22:00:00+00:00
0.184000, 2025-01-23T22:00:00+00:00, 2025-01-23T22:30:00+00:00
0.225000, 2025-01-23T22:30:00+00:00, 2025-01-23T23:00:00+00:00
0.272000, 2025-01-23T23:00:00+00:00, 2025-01-23T23:30:00+00:00
0.055000, 2025-01-23T23:30:00+00:00, 2025-01-24T00:00:00+00:00
0.065000, 2025-01-24T00:00:00+00:00, 2025-01-24T00:30:00+00:00
0.067000, 2025-01-24T00:30:00+00:00, 2025-01-24T01:00:00+00:00
0.161000, 2025-01-24T01:00:00+00:00, 2025-01-24T01:30:00+00:00
0.070000, 2025-01-24T01:30:00+00:00, 2025-01-24T02:00:00+00:00
0.049000, 2025-01-24T02:00:00+00:00, 2025-01-24T02:30:00+00:00
0.173000, 2025-01-24T02:30:00+00:00, 2025-01-24T03:00:00+00:00
0.068000, 2025-01-24T03:00:00+00:00, 2025-01-24T03:30:00+00:00
0.052000, 2025-01-24T03:30:00+00:00, 2025-01-24T04:00:00+00:00
0.069000, 2025-01-24T04:00:00+00:00, 2025-01-24T04:30:00+00:00
0.095000, 2025-01-24T04:30:00+00:00, 2025-01-24T05:00:00+00:00
0.133000, 2025-01-24T05:00:00+00:00, 2025-01-24T05:30:00+00:00
0.104000, 2025-01-24T05:30:00+00:00, 2025-01-24T06:00:00+00:00
0.089000, 2025-01-24T06:00:00+00:00, 2025-01-24T06:30:00+00:00
0.122000, 2025-01-24T06:30:00+00:00, 2025-01-24T07:00:00+00:00
0.313000, 2025-01-24T07:00:00+00:00, 2025-01-24T07:30:00+00:00
0.476000, 2025-01-24T07:30:00+00:00, 2025-01-24T08:00:00+00:00
0.738000, 2025-01-24T08:00:00+00:00, 2025-01-24T08:30:00+00:00
0.296000, 2025-01-24T08:30:00+00:00, 2025-01-24T09:00:00+00:00
1.127000, 2025-01-24T09:00:00+00:00, 2025-01-24T09:30:00+00:00
0.927000, 2025-01-24T09:30:00+00:00, 2025-01-24T10:00:00+00:00
1.114000, 2025-01-24T10:00:00+00:00, 2025-01-24T10:30:00+00:00
1.102000, 2025-01-24T10:30:00+00:00, 2025-01-24T11:00:00+00:00
0.885000, 2025-01-24T11:00:00+00:00, 2025-01-24T11:30:00+00:00
0.733000, 2025-01-24T11:30:00+00:00, 2025-01-24T12:00:00+00:00
0.773000, 2025-01-24T12:00:00+00:00, 2025-01-24T12:30:00+00:00
0.110000, 2025-01-24T12:30:00+00:00, 2025-01-24T13:00:00+00:00
0.007000, 2025-01-24T13:00:00+00:00, 2025-01-24T13:30:00+00:00
0.011000, 2025-01-24T13:30:00+00:00, 2025-01-24T14:00:00+00:00
0.016000, 2025-01-24T14:00:00+00:00, 2025-01-24T14:30:00+00:00
0.532000, 2025-01-24T14:30:00+00:00, 2025-01-24T15:00:00+00:00
0.874000, 2025-01-24T15:00:00+00:00, 2025-01-24T15:30:00+00:00
0.182000, 2025-01-24T15:30:00+00:00, 2025-01-24T16:00:00+00:00
0.136000, 2025-01-24T16:00:00+00:00, 2025-01-24T16:30:00+00:00
0.182000, 2025-01-24T16:30:00+00:00, 2025-01-24T17:00:00+00:00
0.174000, 2025-01-24T17:00:00+00:00, 2025-01-24T17:30:00+00:00
0.362000, 2025-01-24T17:30:00+00:00, 2025-01-24T18:00:00+00:00
0.291000, 2025-01-24T18:00:00+00:00, 2025-01-24T18:30:00+00:00
0.311000, 2025-01-24T18:30:00+00:00, 2025-01-24T19:00:00+00:00
0.276000, 2025-01-24T19:00:00+00:00, 2025-01-24T19:30:00+00:00
0.895000, 2025-01-24T19:30:00+00:00, 2025-01-24T20:00:00+00:00
0.713000, 2025-01-24T20:00:00+00:00, 2025-01-24T20:30:00+00:00
0.241000, 2025-01-24T20:30:00+00:00, 2025-01-24T21:00:00+00:00
0.208000, 2025-01-24T21:00:00+00:00, 2025-01-24T21:30:00+00:00
0.232000, 2025-01-24T21:30:00+00:00, 2025-01-24T22:00:00+00:00
0.180000, 2025-01-24T22:00:00+00:00, 2025-01-24T22:30:00+00:00
0.287000, 2025-01-24T22:30:00+00:00, 2025-01-24T23:00:00+00:00
0.177000, 2025-01-24T23:00:00+00:00, 2025-01-24T23:30:00+00:00
0.071000, 2025-01-24T23:30:00+00:00, 2025-01-25T00:00:00+00:00
0.069000, 2025-01-25T00:00:00+00:00, 2025-01-25T00:30:00+00:00
0.060000, 2025-01-25T00:30:00+00:00, 2025-01-25T01:00:00+00:00
